Fare_Per_Person,Sex_male,Ticket,Fare,SibSp,Survived
13.5,False,223596,13.5,0,1
26.2875,True,PC 17476,26.2875,0,1
65.6344,False,113781,65.6344,0,1
5.081933333333333,True,2661,15.2458,1,1
49.5042,False,PC 17482,49.5042,0,1
26.55,True,113028,26.55,0,0
26.0,True,19996,52.0,1,1
9.4833,True,7545,9.4833,0,0
13.0,True,250647,13.0,0,0
7.65,True,348124,7.65,0,0
65.6344,False,PC 17757,65.6344,0,1
10.5,False,34218,10.5,0,1
15.5,True,36568,15.5,0,0
7.775,True,347062,7.775,0,0
16.5,False,248727,33.0,0,1
3.5271,True,350048,7.0542,1,0
13.0,True,12233,13.0,0,0
13.0,True,250643,13.0,0,0
26.55,True,113806,53.1,1,1
8.6625,True,315094,8.6625,0,0
5.25,False,31027,21.0,3,1
7.7375,False,36866,7.7375,0,1
13.0,True,236853,26.0,1,0
3.9625,False,STON/O2. 3101271,7.925,1,0
65.6344,False,24160,65.6344,0,1
18.7875,True,2699,18.7875,0,0
0.0,True,239855,0.0,0,0
13.0,True,28425,13.0,0,0
13.0,True,233639,13.0,0,0
16.1,True,54636,16.1,0,0
6.875,False,W./C. 6608,34.375,1,0
65.6344,True,PC 17755,65.6344,0,1
7.8958,True,349201,7.8958,0,0
7.8958,True,349218,7.8958,0,0
30.0,True,16988,30.0,0,1
32.8172,True,19877,65.6344,1,0
13.12688,False,PC 17608,65.6344,2,1
8.05,True,376566,16.1,1,0
7.925,True,STON/O 2. 3101288,7.925,0,1
21.878133333333334,True,WE/P 5735,65.6344,1,0
6.75,True,C.A. 2673,20.25,1,0
13.0,False,250648,13.0,0,1
26.55,True,113773,53.1,1,0
7.75,True,335097,7.75,0,0
7.666666666666667,False,29103,23.0,1,1
6.2375,True,392096,12.475,0,1
9.5,True,345780,9.5,0,0
7.8958,True,349204,7.8958,0,0
16.25,False,220845,65.0,1,1
4.833333333333333,True,250649,14.5,1,1
7.7958,True,350042,7.7958,0,0
11.5,True,29108,11.5,0,0
8.05,True,363294,8.05,0,0
65.6344,False,110152,65.6344,0,1
14.5,True,358585,14.5,0,0
7.125,True,SOTON/O2 3101272,7.125,0,0
7.2292,True,2663,7.2292,0,1
16.4086,False,113760,65.6344,1,1
7.775,True,347074,7.775,0,0
32.8172,False,13502,65.6344,1,1
39.6,True,112379,39.6,0,0
7.75,False,364850,7.75,0,0
12.075,True,371110,24.15,1,0
8.3625,True,8471,8.3625,0,0
9.5,True,345781,9.5,0,0
7.8542,True,350047,7.8542,0,0
10.5,False,S.O./P.P. 3,10.5,0,0
7.225,True,2674,7.225,0,0
4.6,False,29105,23.0,1,1
7.75,True,347078,7.75,0,0
7.75,True,383121,7.75,0,0
12.475,False,364516,12.475,0,1
7.7375,True,36865,7.7375,0,0
32.8172,False,24160,65.6344,0,1
7.2292,False,2687,7.2292,0,1
28.5,False,17474,57.0,1,1
30.0,True,113501,30.0,0,0
5.8625,True,W./C. 6607,23.45,1,0
7.05,True,SOTON/O.Q. 3101312,7.05,0,0
7.25,True,374887,7.25,0,0
7.4958,False,3101265,7.4958,0,1
4.854166666666667,True,382652,29.125,4,0
5.14375,True,C.A. 2315,20.575,1,1
65.6344,True,PC 17593,65.6344,0,0
7.75,True,12460,7.75,0,0
26.0,True,239865,26.0,0,0
5.966763636363637,False,CA. 2343,65.6344,8,0
30.6958,True,PC 17600,30.6958,0,0
7.8958,True,349203,7.8958,0,0
13.0,True,28213,13.0,0,0
25.9292,False,17465,25.9292,0,1
8.6833,False,349244,8.6833,0,1
7.2292,True,2685,7.2292,0,0
8.049999999999999,False,345773,24.15,1,0
13.0,True,250647,13.0,0,0
8.75,False,C.A. 31921,26.25,1,1
16.4086,True,113760,65.6344,1,1
4.25835,True,2625,8.5167,0,1
6.975,True,347089,6.975,0,1
7.775,True,347063,7.775,0,0
0.0,True,112050,0.0,0,0
7.775,False,347087,7.775,0,0
13.0,True,248723,13.0,0,0
26.55,False,113806,53.1,1,1
7.8875,True,3474,7.8875,0,0
24.15,True,A/4 48871,24.15,0,0
10.5,True,28206,10.5,0,0
4.4678571428571425,False,347082,31.275,4,0
8.05,True,364499,8.05,0,0
0.0,True,112058,0.0,0,0
7.925,False,STON/O2. 3101290,7.925,0,0
12.334733333333332,True,S.C./PARIS 2079,37.0042,1,0
6.45,True,C 7075,6.45,0,0
4.6499999999999995,True,347088,27.9,3,0
21.878133333333334,False,12749,65.6344,1,1
8.6625,True,315098,8.6625,0,1
0.0,True,19972,0.0,0,0
6.2375,False,392096,12.475,0,1
6.614583333333333,True,3101295,39.6875,4,0
6.95,True,368323,6.95,0,0
56.4958,True,1601,56.4958,0,0
12.334733333333332,True,S.C./PARIS 2079,37.0042,0,1
7.75,True,367228,7.75,0,1
65.6344,False,113572,65.6344,0,1
7.2271,False,2659,14.4542,1,1
6.25,True,29106,18.75,1,1
7.2292,True,2671,7.2292,0,0
7.8542,True,347468,7.8542,0,0
8.3,True,2223,8.3,0,0
21.878133333333334,False,PC 17756,65.6344,1,1
8.6625,True,315097,8.6625,0,0
8.05,True,392092,8.05,0,0
56.4958,True,1601,56.4958,0,1
29.7,True,11774,29.7,0,1
7.925,True,SOTON/O2 3101287,7.925,0,0
10.5,True,S.O./P.P. 3,10.5,0,0
31.0,False,113798,31.0,0,1
6.4375,True,2683,6.4375,0,0
8.6625,True,315090,8.6625,0,0
7.55,True,C.A. 5547,7.55,0,0
5.966763636363637,True,CA. 2343,65.6344,8,0
7.8958,True,349213,7.8958,0,0
16.5,True,248727,33.0,0,0
32.8172,False,17453,65.6344,1,1
4.4678571428571425,True,347082,31.275,4,0
7.775,True,347060,7.775,0,0
5.081933333333333,False,2678,15.2458,1,0
19.7,False,PC 17592,39.4,0,1
13.0,False,244252,26.0,1,0
4.675,False,392091,9.35,0,1
21.878133333333334,False,36928,65.6344,1,1
26.55,True,113055,26.55,0,1
4.814575,False,2666,19.2583,0,1
7.2292,True,2629,7.2292,0,0
4.702766666666666,True,350026,14.1083,2,0
5.75,True,28134,11.5,1,0
25.9292,False,17466,25.9292,0,1
5.966763636363637,False,CA. 2343,65.6344,8,0
13.0,True,233866,13.0,0,0
13.0,False,236852,13.0,0,1
6.92915,False,SC/PARIS 2149,13.8583,1,1
50.4958,True,PC 17590,50.4958,0,0
9.5,True,345777,9.5,0,0
3.7111,True,347742,11.1333,1,1
7.8958,True,349248,7.8958,0,0
17.518066666666666,False,11751,52.5542,1,1
5.0,True,695,5.0,0,0
9.0,True,345765,9.0,0,0
12.0,False,P/PP 3381,24.0,1,1
7.225,False,2667,7.225,0,1
9.8458,True,7534,9.8458,0,0
7.8958,True,349212,7.8958,0,0
7.8958,True,349217,7.8958,0,0
32.8172,False,11767,65.6344,0,1
13.0,False,230433,26.0,0,1
7.8958,True,349257,7.8958,0,0
10.5167,False,7552,10.5167,0,0
10.5,True,C.A./SOTON 34068,10.5,0,0
7.05,True,SOTON/OQ 392076,7.05,0,0
4.854166666666667,False,382652,29.125,0,0
13.0,True,211536,13.0,0,0
30.0,False,112053,30.0,0,1
5.8625,False,W./C. 6607,23.45,1,0
30.0,True,111369,30.0,0,1
7.75,True,370376,7.75,0,0
